,WT,A5,A10
0,0.00045662100456621003,0.0007478188616535106,0.0011327774399953676
1,0.0,4.154549231408392e-05,8.323923680477142e-05
2,0.0,6.231823847112588e-05,6.876284779524596e-05
3,0.00045662100456621003,0.0,7.600104230000869e-05
4,0.0,0.000560864146240133,5.428645878572049e-05
5,0.0,0.0007062733693394267,8.685833405715279e-05
6,0.0,0.000540091400083091,5.066736153333912e-05
7,0.0,0.0004777731616119651,8.323923680477142e-05
8,0.0,0.000540091400083091,0.00013390659833811055
9,0.0,0.0007270461154964686,0.0003112423637047975
10,0.0,0.0008932280847528043,0.0009554416746286806
11,0.00045662100456621003,0.0015579559617781471,0.0023270795332812184
