,WT,A5,A10
0,0.0022206666827584544,0.002304583912110115,0.0028730164770348946
1,0.0003137898573463033,0.0003472660689480995,0.0009893831576544007
2,0.00016896376934031718,0.00037883571157974494,0.0005327447771985236
3,0.00016896376934031718,0.00028412678368480867,0.00019026599185661554
4,0.00014482608800598615,0.0029044071221113778,0.0001331861942996309
5,0.00012068840667165513,0.0020520267710569516,0.00015221279348529243
6,2.4137681334331025e-05,0.00028412678368480867,0.00015221279348529243
7,4.827536266866205e-05,0.0003472660689480995,7.610639674264622e-05
8,0.00012068840667165513,0.00047354463947468117,0.000171239392670954
9,2.4137681334331025e-05,0.0007892410657911352,0.00022831919022793865
10,0.00014482608800598615,0.0010417982068442984,0.0013508885421819705
11,0.0003137898573463033,0.0018941785578987247,0.0049278891890863425
