,WT,A5,A10
0,0.8070487718049127,0.4339622641509434,0.18438301510401825
1,0.03631185475258099,0.015965166908563134,0.03761755485893417
2,0.022071911712353152,0.008708272859216255,0.02536335138216016
3,0.006407974368102528,0.00725689404934688,0.005699629524080934
4,0.00533997864008544,0.055152394775036286,0.003989740666856654
5,0.002491990032039872,0.05079825834542816,0.003134796238244514
6,0.000711997152011392,0.018867924528301886,0.001139925904816187
7,0.00177999288002848,0.027576197387518143,0.0008549444286121402
8,0.004627981488074048,0.036284470246734396,0.002564833285836421
9,0.00533997864008544,0.027576197387518143,0.003419777714448561
10,0.032395870416518334,0.13352685050798258,0.1048731832430892
11,0.0715557137771449,0.09579100145137881,0.12083214591051582
12,0.001423994304022784,0.008708272859216255,0.09860359076660018
13,0.000711997152011392,0.008708272859216255,0.09404388714733543
14,0.000711997152011392,0.005805515239477504,0.09404388714733543
15,0.000711997152011392,0.005805515239477504,0.09404388714733543
16,0.000355998576005696,0.005805515239477504,0.09318894271872329
17,0.0,0.0043541364296081275,0.002849814762040467
18,0.0,0.0043541364296081275,0.002279851809632374
19,0.0,0.001451378809869376,0.001139925904816187
20,0.0,0.002902757619738752,0.001139925904816187
21,0.0,0.0043541364296081275,0.0008549444286121402
22,0.0,0.0043541364296081275,0.0005699629524080935
23,0.0,0.0043541364296081275,0.0008549444286121402
24,0.0,0.002902757619738752,0.0008549444286121402
25,0.0,0.0043541364296081275,0.0008549444286121402
26,0.0,0.0043541364296081275,0.001139925904816187
27,0.0,0.002902757619738752,0.001139925904816187
28,0.0,0.001451378809869376,0.001139925904816187
29,0.0,0.0,0.0008549444286121402
30,0.0,0.001451378809869376,0.0008549444286121402
31,0.0,0.001451378809869376,0.0008549444286121402
32,0.0,0.001451378809869376,0.001139925904816187
33,0.0,0.001451378809869376,0.001139925904816187
34,0.0,0.0,0.0008549444286121402
35,0.0,0.001451378809869376,0.001139925904816187
36,0.0,0.001451378809869376,0.0008549444286121402
37,0.0,0.001451378809869376,0.001139925904816187
38,0.0,0.001451378809869376,0.001139925904816187
39,0.0,0.0,0.001139925904816187
40,0.0,0.0,0.0008549444286121402
41,0.0,0.0,0.0005699629524080935
42,0.0,0.0,0.0008549444286121402
43,0.0,0.0,0.0008549444286121402
44,0.0,0.0,0.0005699629524080935
45,0.0,0.0,0.0005699629524080935
46,0.0,0.0,0.0005699629524080935
47,0.0,0.0,0.0008549444286121402
48,0.0,0.0,0.00028498147620404675
49,0.0,0.0,0.00028498147620404675
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,0.0,0.0
66,0.0,0.0,0.0
67,0.0,0.0,0.0
68,0.0,0.0,0.0
69,0.0,0.0,0.0
70,0.0,0.0,0.0
71,0.0,0.0,0.0
72,0.0,0.0,0.0
73,0.0,0.0,0.0
74,0.0,0.0,0.0
75,0.0,0.0,0.0
76,0.0,0.0,0.0
77,0.0,0.0,0.0
78,0.0,0.0,0.0
79,0.0,0.0,0.0
80,0.0,0.0,0.0
81,0.0,0.0,0.0
82,0.0,0.0,0.0
83,0.0,0.0,0.0
84,0.0,0.0,0.0
85,0.0,0.0,0.0
86,0.0,0.0,0.0
87,0.0,0.0,0.0
88,0.0,0.0,0.0
89,0.0,0.0,0.0
90,0.0,0.0,0.0
91,0.0,0.0,0.0
92,0.0,0.0,0.0
93,0.0,0.0,0.0
94,0.0,0.0,0.0
95,0.0,0.0,0.0
96,0.0,0.0,0.0
97,0.0,0.0,0.0
98,0.0,0.0,0.0
99,0.0,0.0,0.0
