,WT,A5,A10
0,0.0020936196170835836,0.002680965147453083,0.003444218633008878
1,0.00011459812640878562,0.0002396393427891024,0.0007915285057225372
2,7.316649609176313e-05,0.00018721823655398626,0.0005091453631404429
3,3.790553411982909e-05,0.00021717315440262404,0.0002010910257781581
4,2.997181767614393e-05,0.0009585573711564096,0.0001112418440474917
5,2.997181767614393e-05,0.0010409333952401635,0.00010696331158412665
6,3.085334172544228e-05,0.0009510686416942502,9.412771419403144e-05
7,5.818058725369116e-05,0.0012880614674914254,6.845651941384105e-05
8,7.052192394386808e-05,0.0019620471190857757,0.00015402716868114237
9,0.00011459812640878562,0.003856695673012117,0.0002010910257781581
10,0.00030588884510652776,0.01198945586891728,0.0019338966734410098
11,0.0016220042507089658,0.013150208935551994,0.0048219060862124295
